1467331200.000000,5.827000,2.009000,1.599000,0.462000,4.203000,1.340000,30.531000
1467334800.000000,5.693000,2.076000,1.492000,0.426000,4.142000,1.371000,27.787001
1467338400.000000,5.157000,1.741000,1.279000,0.355000,3.777000,1.218000,27.810671
1467342000.000000,5.090000,1.942000,1.277976,0.391000,3.807000,1.279000,25.044001
1467345600.000000,5.358000,1.941379,1.492000,0.462000,3.868000,1.277278,21.948000
1467349200.000000,5.626000,2.143000,1.528000,0.533000,4.051000,1.371000,21.174000
1467352800.000000,7.167000,2.947000,2.132000,0.782000,5.026000,1.858000,22.792000
1467356400.000000,7.435000,3.282000,2.310000,1.031000,5.087000,2.224000,23.143999
1467360000.000000,5.559000,3.014000,2.452000,1.173000,2.955000,1.432000,21.667000
1467363600.000000,4.555000,2.545000,1.919000,0.817000,2.680000,1.371000,17.445999
1467367200.000000,4.957000,2.546760,1.990000,0.853000,2.955000,1.492000,19.979000
1467370800.000000,5.760000,2.545000,2.203000,0.854035,3.442000,1.492787,20.118999
1467374400.000000,4.689000,2.546900,1.812000,0.853000,2.833000,1.523000,19.205000
1467378000.000000,4.692217,2.679000,1.777000,1.244000,3.107000,1.614000,18.572001
1467381600.000000,5.090000,2.947000,2.452000,1.350000,2.559000,1.432000,19.556000
1467385200.000000,5.090305,3.148000,2.487000,1.350428,2.589000,1.523000,17.305000
1467388800.000000,4.220000,2.411000,1.706000,0.782000,2.619000,1.492000,19.486000
1467392400.000000,4.756000,2.344000,1.635000,0.711000,3.076000,1.490970,19.134001
1467396000.000000,5.626000,2.880000,2.523000,1.208000,3.072914,1.492000,20.681999
1467399600.000000,5.492000,3.014000,2.452000,1.210263,3.015000,1.553000,18.712000
1467403200.000000,5.358000,3.014104,2.451577,1.208000,2.863000,1.523000,17.868000
1467406800.000000,5.090000,2.947000,2.381000,1.208549,2.680000,1.521879,18.009001
1467410400.000000,4.823000,2.953592,2.203000,1.173000,2.619000,1.523000,17.989550
1467414000.000000,4.622000,2.880000,2.132000,1.137000,2.467000,1.492000,19.768000
1467417600.000000,5.224000,3.081000,2.701000,1.315000,2.437000,1.523000,21.104000
1467421200.000000,5.157000,3.014000,2.878000,1.350000,2.345000,1.432000,19.697001
1467424800.000000,5.155907,3.148000,2.880059,1.492000,2.284000,1.430162,20.049000
1467428400.000000,5.157000,3.081000,2.914000,1.491477,2.193000,1.401000,20.752001
1467719004.363062,4.555000,3.079322,2.452000,1.492000,2.195043,1.401865,21.385000
1467331200.000000,5.425000,3.282000,3.092000,1.706000,2.437000,1.462000,22.230000
1467331200.000000,5.492000,3.281026,2.523000,1.492000,2.985000,1.460351,20.260000
